PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AUID,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,COIS,RF,TT,OID,CIN,CON,CN,FIR,IR,SI,EIN,MID,PMCR
14023720,NLM,MEDLINE,19981101,20181201,0013-7227 (Print) 0013-7227 (Linking),72,,1963 May,A study of interphase in experimental diabetes insipidus.,677-83,,,,"['CRAWFORD, J D', 'FROST, L R']","['CRAWFORD JD', 'FROST LR']",,,['eng'],,['Journal Article'],United States,Endocrinology,Endocrinology,0375040,,OM,"['*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', '*Diabetes Mellitus', '*Hypothalamus', '*Interphase']",,['NLM'],"['*DIABETES MELLITUS', '*HYPOTHALAMUS']",1963/05/01 00:00,1963/05/01 00:01,['1963/05/01 00:00'],"['1963/05/01 00:00 [pubmed]', '1963/05/01 00:01 [medline]', '1963/05/01 00:00 [entrez]']",['10.1210/endo-72-5-677 [doi]'],ppublish,Endocrinology. 1963 May;72:677-83. doi: 10.1210/endo-72-5-677.,,,,,,,,,,,,,,
853356,NLM,MEDLINE,19770611,20190630,0022-3476 (Print) 0022-3476 (Linking),90,5,1977 May,"Juvenile diabetes mellitus, optic atrophy, sensory nerve deafness, and diabetes insipidus--a syndrome.",856-7,,,,"['Davenport, S L']",['Davenport SL'],,,['eng'],,['Letter'],United States,J Pediatr,The Journal of pediatrics,0375410,,IM,"['Adolescent', '*Deafness', '*Diabetes Insipidus', '*Diabetes Mellitus, Type 1', 'Humans', '*Optic Atrophy', 'Syndrome']",,,,1977/05/01 00:00,1977/05/01 00:01,['1977/05/01 00:00'],"['1977/05/01 00:00 [pubmed]', '1977/05/01 00:01 [medline]', '1977/05/01 00:00 [entrez]']","['S0022-3476(77)81290-0 [pii]', '10.1016/s0022-3476(77)81290-0 [doi]']",ppublish,J Pediatr. 1977 May;90(5):856-7. doi: 10.1016/s0022-3476(77)81290-0.,,,,,,,,,,,,,,
7079680,NLM,MEDLINE,19820708,20061115,0036-7672 (Print) 0036-7672 (Linking),112,10,1982 Mar 6,"[DIDMOAD syndrome (diabetes insipidus, diabetes mellitus, optic atrophy, deafness) with cerebello-pontine atrophy].",348-52,,"The case is reported of a 32-year old women of Dutch origin who presented with diabetes insipidus, diabetes mellitus, atrophy of the optic nerve, and dilatation of the urinary tract, the combination known as ""DIDMOAD syndrome"". Unusual features of this case were regional atrophy of the cerebellum and the pons, and hydrocephalus internus which were associated with alterations of personality and mental function. The clinical symptoms of the syndrome simulated ""essential"" type 1 diabetes with advanced complications such as retinopathy and autonomous and peripheral neuropathy. The presence of diabetes insipidus with polyuria and polydipsia was not recognized for years because the symptoms were ascribed to diabetes mellitus. The neurologic and psychological symptoms in this patient suggest a more generalized defect of the central nervous system in this syndrome than has been observed previously. Recognition of the condition is of importance because it requires specific therapeutic measures (e.g. for diabetes insipidus), and because of the genetic and prognostic implications.",,"['Kehl, O', 'Keller, U']","['Kehl O', 'Keller U']",,,['ger'],,"['Case Reports', 'English Abstract', 'Journal Article']",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,,IM,"['Adult', 'Atrophy', 'Cerebellum/*pathology', 'Deafness/*complications', '*Diabetes Complications', 'Diabetes Insipidus/*complications', 'Female', 'Humans', 'Hydrocephalus/complications', 'Optic Atrophy/*complications', 'Personality', 'Pons/*pathology', 'Syndrome']",,,,1982/03/06 00:00,1982/03/06 00:01,['1982/03/06 00:00'],"['1982/03/06 00:00 [pubmed]', '1982/03/06 00:01 [medline]', '1982/03/06 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1982 Mar 6;112(10):348-52.,,,,"DIDMOAD-syndrom (Diabetes insipidus, Diabetes mellitus, Opitc Atrophy, Deafness) mit zerebello-pontiner Atrophie.",,,,,,,,,,
4900308,NLM,MEDLINE,19691230,20041117,0009-9112 (Print) 0009-9112 (Linking),3,,1968,Pituitary surgery for diabetic retinopathy: problems in anesthetic management.,346-56,,,,"['Ploss, W R', 'Warner, W A']","['Ploss WR', 'Warner WA']",,,['eng'],,"['Journal Article', 'Review']",United States,Clin Anesth,Clinical anesthesia,0317206,,IM,"['Adrenal Insufficiency/prevention & control', 'Adult', '*Anesthesia', 'Brain Edema/prevention & control', 'Diabetes Insipidus/prevention & control', 'Diabetes Mellitus, Type 1/complications', 'Diabetic Retinopathy/*surgery', 'Humans', 'Hyperglycemia/prevention & control', 'Hypoglycemia/prevention & control', '*Hypophysectomy/adverse effects', 'Male', 'Monitoring, Physiologic', 'Polyuria/prevention & control', 'Postoperative Complications/prevention & control']",,,,1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Clin Anesth. 1968;3:346-56.,,,29,,,,,,,,,,,
651895,NLM,MEDLINE,19780715,20140729,,126,4,1978 Apr,"[Diabetes insipidus, diabetes mellitus, optic nerve atrophy, and deafness--an autosomal recessive syndrome (didmoad-syndrome) (author's transl)].",205-8,,"By reporting a further case attention is drawn to the autosomal recessive inherited DIDMOAD-syndrome. While diabetes mellitus and optic atrophy are easy to recognize, one often has specifically to look for deafness, diabetes insipidus and the frequently associated dilatation of the urinary tract. Awareness of this condition is important for genetic counselling and vocational guidance, and allows to avoid invasive neuroradiological investigations.",,"['Boltshauser, E', 'Zellweger, U', 'Zachmann, M']","['Boltshauser E', 'Zellweger U', 'Zachmann M']",,,['ger'],,"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Monatsschr Kinderheilkd (1902),Monatsschrift fur Kinderheilkunde,0400751,,IM,"['Child', 'Diabetes Insipidus/*genetics', 'Diabetes Mellitus, Type 1/*genetics', 'Dwarfism/genetics', 'Female', 'Hearing Disorders/*genetics', 'Humans', 'Hydronephrosis/genetics', 'Optic Atrophy/*genetics', 'Syndrome']",,,,1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",,ppublish,Monatsschr Kinderheilkd (1902). 1978 Apr;126(4):205-8.,,,,"Diabetes insipidus, Diabetes mellitus, Optikusatrophie und Schwerhorigkeit--ein autosomal-rezessiv vererbtes Syndrom (DIDMOAD-Syndrom).",,,,,,,,,,
6250380,NLM,MEDLINE,19801024,20051117,0084-5957 (Print) 0084-5957 (Linking),9,,1980,Spontaneously occurring animal models of human kidney diseases and altered renal function.,315-66,,,,"['Robinson, R R', 'Dennis, V W']","['Robinson RR', 'Dennis VW']",,,['eng'],,"['Journal Article', 'Review']",United States,Adv Nephrol Necker Hosp,Advances in nephrology from the Necker Hospital,0311622,['0 (Phosphates)'],IM,"['Animals', 'Autoimmune Diseases', 'Cats', 'Cattle', 'Cricetinae', 'Cricetulus', 'Diabetes Insipidus/etiology', 'Diabetes Mellitus', 'Diabetic Nephropathies', '*Disease Models, Animal', 'Dogs', 'Glomerulonephritis', 'Guinea Pigs', 'Humans', 'Hypophosphatemia, Familial', '*Kidney Diseases/complications/drug therapy', 'Lupus Erythematosus, Systemic', 'Mice', 'Mice, Inbred Strains', 'Phosphates/blood', 'Rats']",,,,1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Adv Nephrol Necker Hosp. 1980;9:315-66.,,,281,,,,,,,,,,,
13661417,NLM,MEDLINE,20000701,20181201,0002-9513 (Print) 0002-9513 (Linking),197,1,1959 Jul,Response of rats with experimental diabetes insipidus to water and salt loading.,173-6,,,,"['ALEXANDER, C S']",['ALEXANDER CS'],,,['eng'],,['Journal Article'],United States,Am J Physiol,The American journal of physiology,0370511,"['0 (Sodium Chloride, Dietary)', '059QF0KO0R (Water)']",OM,"['Animals', 'Body Fluids/*metabolism', '*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', '*Diabetes Mellitus', '*Diabetes Mellitus, Experimental', 'Rats', '*Sodium Chloride, Dietary', '*Water', '*Water-Electrolyte Balance']",,['NLM'],"['*BODY FLUID BALANCE', '*DIABETES MELLITUS/experimental']",1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",['10.1152/ajplegacy.1959.197.1.173 [doi]'],ppublish,Am J Physiol. 1959 Jul;197(1):173-6. doi: 10.1152/ajplegacy.1959.197.1.173.,,,,,['CLML: 5936:35409:89:161'],,,,,,,,,
4661883,NLM,MEDLINE,19730803,20111117,0003-9764 (Print) 0003-9764 (Linking),29,9,1972 Nov,[Unusual forms of juvenile diabetes].,957-64,,,,"['Jean, R', 'Bonnet, H', 'Dumas, R', 'Rieu, D', 'Morel, G']","['Jean R', 'Bonnet H', 'Dumas R', 'Rieu D', 'Morel G']",,,['fre'],,['Journal Article'],France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,,IM,"['Abnormalities, Multiple/complications', 'Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'Diabetes Insipidus/complications', 'Diabetes Mellitus, Type 1/complications/*diagnosis', 'Endocrine System Diseases/complications', 'Eye Diseases/complications', 'Female', 'Friedreich Ataxia/complications', 'Gastrointestinal Diseases/complications', 'Humans', 'Hypogonadism/complications', 'Insulin Resistance', 'Intellectual Disability/complications', 'Lipodystrophy/complications', 'Male', 'Obesity/complications', 'Pancreatitis/complications', 'Paralysis/complications', 'Sciatic Nerve', 'Syndrome']",,,,1972/11/01 00:00,1972/11/01 00:01,['1972/11/01 00:00'],"['1972/11/01 00:00 [pubmed]', '1972/11/01 00:01 [medline]', '1972/11/01 00:00 [entrez]']",,ppublish,Arch Fr Pediatr. 1972 Nov;29(9):957-64.,,,,Les formes inhabituelles du diabete infantile.,,,,,,,,,,
13646720,NLM,MEDLINE,20000701,20181201,,35,11,1959 Mar 4,[Diabetes mellitus and diabetes insipidus during the evolution of tuberculous meningitis].,772-5,,,,"['BERNARD-GRIFFITHS, C', 'DAGNEAUX, M', 'PASTRE, A', 'BELIN, J', 'JOURNET, J C']","['BERNARD-GRIFFITHS C', 'DAGNEAUX M', 'PASTRE A', 'BELIN J', 'JOURNET JC']",,,['fre'],,"['Case Reports', 'Journal Article']",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,['0 (Thiocyanates)'],OM,"['*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', '*Diabetes Mellitus', 'Humans', '*Medical Records', 'Thiocyanates/*pharmacology', '*Tuberculosis', 'Tuberculosis, Meningeal/*complications']",,['NLM'],"['*DIABETES INSIPIDUS/case reports', '*DIABETES MELLITUS/case reports', '*THIOCYANATES/effects', '*TUBERCULOSIS, MENINGEAL/complications']",1959/03/04 00:00,1959/03/04 00:01,['1959/03/04 00:00'],"['1959/03/04 00:00 [pubmed]', '1959/03/04 00:01 [medline]', '1959/03/04 00:00 [entrez]']",,ppublish,Sem Hop. 1959 Mar 4;35(11):772-5.,,,,Diabete sucre et diabete insipide au cours de l'evolution d'une meningite tuberculeuse.,['CLML: 5936:20618:160:529:547'],,,,,,,,,
4640903,NLM,MEDLINE,19730215,20161122,0018-022X (Print) 0018-022X (Linking),27,5,1972 Nov,"Hyperphagia, obesity and diabetes insipidus due to hypothalamic lesion in a girl.",489-94,,,,"['Heldenberg, D', 'Tamir, I', 'Ashner, M', 'Werbin, B']","['Heldenberg D', 'Tamir I', 'Ashner M', 'Werbin B']",,,['eng'],,['Journal Article'],Switzerland,Helv Paediatr Acta,Helvetica paediatrica acta,0373005,,IM,"['Brain Diseases/complications/diagnostic imaging/surgery', 'Cerebral Angiography', 'Child, Preschool', 'Diabetes Insipidus/*etiology/surgery', 'Diabetes Mellitus/*etiology/surgery', '*Feeding Behavior', 'Female', 'Humans', '*Hypothalamus/surgery', 'Intellectual Disability/etiology', 'Maternal-Fetal Exchange', '*Obesity', 'Pregnancy', 'Pregnancy Complications, Infectious/complications']",,,,1972/11/01 00:00,1972/11/01 00:01,['1972/11/01 00:00'],"['1972/11/01 00:00 [pubmed]', '1972/11/01 00:01 [medline]', '1972/11/01 00:00 [entrez]']",,ppublish,Helv Paediatr Acta. 1972 Nov;27(5):489-94.,,,,,,,,,,,,,,
10990058,NLM,MEDLINE,20010111,20190921,1395-3907 (Print) 1395-3907 (Linking),78,4,2000 Aug,A DIDMOAD syndrome family with juvenile glaucoma and myopia findings.,480-2,,"We present here two DIDMOAD syndrome cases (Diabetes Mellitus, Diabetes Insipidus, Optic Atrophy, Deafness) in a Turkish family. In the examination of the propositus who had consanguineous parents, diabetes mellitus, diabetes insipidus, optic atrophy, and deafness were observed in addition to myopia, juvenile glaucoma, posterior polar cataract, and dilatation of the urinary tract. Diabetes mellitus, diabetes inspidus, optic atrophy, deafness, myopia, and ventricular septal defect were observed in his elder brother. Juvenile onset diabetes mellitus, congenital glaucoma, deafness, and heart disease were the other remarkable findings observed in relatives to this family. Juvenile glaucoma, posterior polar cataract observed in our propositus, and myopia in both our DIDMOAD syndrome cases are the first ophthalmic manifestations described in the DIDMOAD syndrome.",,"['Bekir, N A', 'Gungor, K', 'Guran, S']","['Bekir NA', 'Gungor K', 'Guran S']",,"['Department of Ophthalmology, Medical Faculty, Gaziantep University, Turkey.']",['eng'],,"['Case Reports', 'Journal Article']",Denmark,Acta Ophthalmol Scand,Acta ophthalmologica Scandinavica,9507578,,IM,"['Adolescent', 'Adult', 'Consanguinity', 'Deafness/complications/diagnosis', 'Diabetes Complications', 'Diabetes Insipidus/complications/diagnosis', 'Diabetes Mellitus/diagnosis', 'Glaucoma/*complications/diagnosis', 'Humans', 'Intraocular Pressure', 'Male', 'Myopia/*complications/diagnosis', 'Optic Atrophy/complications/diagnosis', 'Pedigree', 'Visual Acuity', 'Wolfram Syndrome/*complications/diagnosis']",,,,2000/09/16 11:00,2001/02/28 10:01,['2000/09/16 11:00'],"['2000/09/16 11:00 [pubmed]', '2001/02/28 10:01 [medline]', '2000/09/16 11:00 [entrez]']",['10.1034/j.1600-0420.2000.078004480.x [doi]'],ppublish,Acta Ophthalmol Scand. 2000 Aug;78(4):480-2. doi: 10.1034/j.1600-0420.2000.078004480.x.,,,,,,,,,,,,,,
13424050,NLM,MEDLINE,20020501,20190910,1784-3286 (Print) 1784-3286 (Linking),12,1,1957 Jan-Feb,[Mechanism of diabetes insipidus induced by desoxycorticosterone in normal dogs].,1-92,,,,"['VERNIORY, A']",['VERNIORY A'],,,['fre'],,['Journal Article'],England,Acta Clin Belg,Acta clinica Belgica,0370306,['40GP35YQ49 (Desoxycorticosterone)'],OM,"['Animals', 'Desoxycorticosterone/*pharmacology', '*Diabetes Insipidus', '*Diabetes Mellitus, Experimental', 'Dogs', 'Humans']",,['NLM'],"['*DESOXYCORTICOSTERONE/effects', '*DIABETES MELLITUS/experimental']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",['10.1080/17843286.1957.11717430 [doi]'],ppublish,Acta Clin Belg. 1957 Jan-Feb;12(1):1-92. doi: 10.1080/17843286.1957.11717430.,,,,Mecanisme du diabete insipide provoque par la desoxycorticosterone chez le chien normal.,['CLML: 5732:22178'],,,,,,,,,
13542017,NLM,MEDLINE,20000701,20181201,0030-6002 (Print) 0030-6002 (Linking),99,6,1958 Feb 9,[Improvement in diabetes insipidus in connection with hepatitis].,189-91,,,,"['HANKISS, J']",['HANKISS J'],,,['hun'],,['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,['11000-17-2 (Vasopressins)'],OM,"['*Diabetes Complications', '*Diabetes Insipidus', 'Hepatitis/*complications', 'Humans', 'Vasopressins/*metabolism']",,['NLM'],"['*DIABETES MELLITUS/complications', '*HEPATITIS/complications', '*VASOPRESSIN/metabolism']",1958/02/09 00:00,1958/02/09 00:01,['1958/02/09 00:00'],"['1958/02/09 00:00 [pubmed]', '1958/02/09 00:01 [medline]', '1958/02/09 00:00 [entrez]']",,ppublish,Orv Hetil. 1958 Feb 9;99(6):189-91.,,,,Diabetes insipidus javulasa hepatitis kapcsan.,['CLML: 5834:34557:179:272:630'],,,,,,,,,
18194629,NLM,MEDLINE,20080529,20190917,1695-4033 (Print) 1695-4033 (Linking),68,1,2008 Jan,[Wolfram syndrome. Clinical and genetic study in two families].,54-7,,"Wolfram syndrome (WS), also known as DIDMOAD (due to its association with diabetes insipidus, diabetes mellitus, optic atrophy and deafness), is an infrequent cause of diabetes mellitus. This syndrome is included among the genetic disorders associated with diabetes in the American Diabetes Association's classification. WS is an autosomal recessive neurodegenerative disease characterized by various clinical manifestations such as diabetes mellitus, optic atrophy, diabetes insipidus, deafness, neurological symptoms, renal tract abnormalities, psychiatric disorders and gonadal disorders. The most frequent of these disorders is early onset diabetes mellitus, with a low prevalence of ketoacidosis, and optic atrophy, which is considered a key diagnostic criterion in this syndrome. Diabetes insipidus usually develops later. This syndrome manifests in childhood, hampering diagnosis and treatment. Morbidity and mortality are high and quality of life is impaired due to neurological and urological complications. This article describes the clinical characteristics and outcome in three patients with WS. All three patients had antecedents of consanguinity. Genetic study was performed in all patients. One was homozygotic for the WFS1 gene that encodes the WFS1 G736A mutation in exon 8 and the remaining two patients, who were siblings, were homozygotic for the 425ins16 mutation in exon 4.",,"['Lou Frances, G', 'Soto de Ruiz, S', 'Lopez-Madrazo Hernandez, M J', 'Macipe Costa, R', 'Rodriguez Rigual, M']","['Lou Frances G', 'Soto de Ruiz S', 'Lopez-Madrazo Hernandez MJ', 'Macipe Costa R', 'Rodriguez Rigual M']",,"['Unidad de Diabetes Pediatrica, Hospital Universitario Miguel Servet, Zaragoza, Espana.']",['spa'],,"['Case Reports', 'English Abstract', 'Journal Article']",Spain,An Pediatr (Barc),"Anales de pediatria (Barcelona, Spain : 2003)",101162596,,IM,"['Child', 'Child, Preschool', 'Female', 'Humans', 'Male', 'Wolfram Syndrome/*diagnosis/*genetics']",,,,2008/01/16 09:00,2008/05/30 09:00,['2008/01/16 09:00'],"['2008/01/16 09:00 [pubmed]', '2008/05/30 09:00 [medline]', '2008/01/16 09:00 [entrez]']","['S1695-4033(08)70043-2 [pii]', '10.1157/13114472 [doi]']",ppublish,An Pediatr (Barc). 2008 Jan;68(1):54-7. doi: 10.1157/13114472.,,,,Sindrome de Wolfram. Estudio clinico y genetico en dos familias.,,,,,,,,,,
13028654,NLM,MEDLINE,20030501,20181201,0370-9590 (Print) 0370-9590 (Linking),101,18,1952 Oct 30,[Coexistence of diabetes mellitus and diabetes insipidus].,588-90,,,,"['PUPI, R E', 'RAFFAELE, J F']","['PUPI RE', 'RAFFAELE JF']",,,['und'],,['Journal Article'],Argentina,Sem Med,La Semana medica,0404403,,OM,"['*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', '*Diabetes Mellitus', 'Humans']",,['NLM'],"['*DIABETES INSIPIDUS', '*DIABETES MELLITUS']",1952/10/30 00:00,1952/10/30 00:01,['1952/10/30 00:00'],"['1952/10/30 00:00 [pubmed]', '1952/10/30 00:01 [medline]', '1952/10/30 00:00 [entrez]']",,ppublish,Sem Med. 1952 Oct 30;101(18):588-90.,,,,Coexistencia de diabetes sacarina y diabetes insipida.,['CLML: 5323:53633:156:156'],,,,,,,,,
