PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,COIS,AUID,RN,EIN,CIN,RF,GR,CON,TT,MID,CN,OID,FIR,IR,GN,PS,FPS
33573529,NLM,MEDLINE,20210506,20231111,2047-7732 (Electronic) 2047-7724 (Print) 2047-7724 (Linking),115,3,2021 May,Protection against severe infectious disease in the past.,151-167,10.1080/20477724.2021.1878443 [doi],"Before the 20(th) century many deaths in England, and most likely a majority, were caused by infectious diseases. The focus here is on the biggest killers, plague, typhus, smallpox, tuberculosis, cholera, typhoid, dysentery, childhood infections, pneumonia, and influenza. Many other infectious diseases including puerperal fever, relapsing fever, malaria, syphilis, meningitis, tetanus and gangrene caused thousands of deaths. This review of preventive measures, public health interventions and changes in behavior that reduced the risk of severe infections puts the response to recent epidemic challenges in historical perspective. Two new respiratory viruses have recently caused pandemics: an H1N1 influenza virus genetically related to pig viruses, and a bat-derived coronavirus causing COVID-19. Studies of infectious diseases emerging in human populations in recent decades indicate that the majority were zoonotic, and many of the causal pathogens had a wildlife origin. As hunter-gatherers, humans contracted pathogens from other species, and then from domesticated animals and rodents when they began to live in settled communities based on agriculture. In the modern world of large inter-connected urban populations and rapid transport, the risk of global transmission of new infectious diseases is high. Past and recent experience indicates that surveillance, prevention and control of infectious diseases are critical for global health. Effective interventions are required to control activities that risk dangerous pathogens transferring to humans from wild animals and those reared for food.",,"['Mercer, Alexander']",['Mercer A'],"['Independent Researcher. Cambridgeshire, England.']",['eng'],"['Historical Article', 'Journal Article', 'Review']",20210211,England,Pathog Glob Health,Pathogens and global health,101583421,IM,"['Animals', 'Communicable Disease Control/*history', 'Communicable Diseases/epidemiology/*history/microbiology/virology', 'History, 15th Century', 'History, 16th Century', 'History, 17th Century', 'History, 18th Century', 'History, 19th Century', 'History, 20th Century', 'History, 21st Century', 'History, Ancient', 'History, Medieval', 'Humans', 'Public Health/history']",PMC8079125,['NOTNLM'],"['Pandemic', 'emerging disease', 'infectious disease', 'prevention', 'public health', 'zoonotic']",2021/02/13 06:00,2021/05/07 06:00,['2021/02/12 05:39'],"['2021/02/13 06:00 [pubmed]', '2021/05/07 06:00 [medline]', '2021/02/12 05:39 [entrez]']","['1878443 [pii]', '10.1080/20477724.2021.1878443 [doi]']",ppublish,Pathog Glob Health. 2021 May;115(3):151-167. doi: 10.1080/20477724.2021.1878443. Epub 2021 Feb 11.,['No potential conflict of interest.'],,,,,,,,,,,,,,,,
16582669,NLM,MEDLINE,20060615,20061115,1070-5287 (Print) 1070-5287 (Linking),12,3,2006 May,Infectious diseases.,165-6,,,,"['Zumla, Alimuddin']",['Zumla A'],,['eng'],"['Comparative Study', 'Editorial']",,United States,Curr Opin Pulm Med,Current opinion in pulmonary medicine,9503765,IM,"['Anti-Infective Agents/therapeutic use', '*Communicable Diseases/drug therapy/epidemiology/transmission', 'Humans', 'Incidence', 'Prognosis']",,,,2006/04/04 09:00,2006/06/16 09:00,['2006/04/04 09:00'],"['2006/04/04 09:00 [pubmed]', '2006/06/16 09:00 [medline]', '2006/04/04 09:00 [entrez]']","['00063198-200605000-00002 [pii]', '10.1097/01.mcp.0000219263.42686.07 [doi]']",ppublish,Curr Opin Pulm Med. 2006 May;12(3):165-6. doi: 10.1097/01.mcp.0000219263.42686.07.,,,['0 (Anti-Infective Agents)'],,,,,,,,,,,,,,
29785478,NLM,MEDLINE,20181120,20200407,0065-2598 (Print) 0065-2598 (Linking),1052,,2018,Changing Trend of Infectious Diseases in Nepal.,19-38,10.1007/978-981-10-7572-8_3 [doi],"Many infectious/communicable diseases (IDs) are endemic in Nepal. Until a decade and half ago, IDs were the major cause of both morbidity and mortality accounting 70% for both. However, as a result of various preventive measures implemented by both the state and non-state actors, the overall IDs have shown a changing (declining) trend. The most impressive decline has been seen in the intestinal helminth infection. Though the overall burden of IDs is decreasing, several newer infectious diseases (emerging infections) namely, dengue fever, scrub typhus, influenza (H5N1 and H1N1), and others are posing a great public health problem. On the other hand, though sporadic, outbreaks of endemic diseases together with HIV-TB coinfection and infection with drug resistance microbes during recent years have constituted a serious public health as well as medical problem. On the contrary, with the decline of IDs, noninfectious diseases (noncommunicable disease, NCD) namely, diabetes, cancer (and cancer therapy), and others are on the rise particularly in urban areas. Hence, currently Nepal is trapped in ""double burden"" of diseases. Risk of opportunistic infection has increased in immunocompromised person with NCD. To address the present situation, the multi-sectoral plan and strategies developed must be implemented effectively.",,"['Rai, Shiba Kumar']",['Rai SK'],"['Nepal Medical College, Attarkehl, Gokarneswor-8, Kathmandu, Nepal. drshibakrai.nepal@gmail.com.', 'National Institute of Tropical Medicine and Public Health Research, ShiGan International College of Science and Technology, Narayangopal Chok, Kathmandu, Nepal. drshibakrai.nepal@gmail.com.']",['eng'],"['Journal Article', 'Review']",,United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,IM,"['Communicable Diseases/*epidemiology/microbiology/parasitology/virology', 'Endemic Diseases/statistics & numerical data', 'Humans', 'Nepal/epidemiology', 'Public Health']",PMC7122567,['NOTNLM'],"['Communicable diseases', 'Infectious diseases', 'Nepal']",2018/05/23 06:00,2018/11/21 06:00,['2018/05/23 06:00'],"['2018/05/23 06:00 [entrez]', '2018/05/23 06:00 [pubmed]', '2018/11/21 06:00 [medline]']","['3 [pii]', '10.1007/978-981-10-7572-8_3 [doi]']",ppublish,Adv Exp Med Biol. 2018;1052:19-38. doi: 10.1007/978-981-10-7572-8_3.,,,,,,,,,,,,,,,,,
31894736,NLM,MEDLINE,20200608,20200608,1563-5244 (Electronic) 0883-0185 (Linking),39,1,2020,Therapeutic approaches for genetic and infectious diseases.,1-2,10.1080/08830185.2019.1707479 [doi],,,"['Kumar, Himanshu']",['Kumar H'],"['Editor-in-Chief, International Reviews of Immunology & Principal Investigator, Laboratory of Immunology and Infectious Disease Biology, Indian Institute of Science Education and Research (IISER), Bhopal, India.']",['eng'],"['Editorial', 'Introductory Journal Article']",,England,Int Rev Immunol,International reviews of immunology,8712260,IM,"['Communicable Diseases/*genetics/immunology/*therapy', 'Genetic Predisposition to Disease/*genetics', 'Humans', 'Mutation/genetics/immunology']",,,,2020/01/03 06:00,2020/06/09 06:00,['2020/01/03 06:00'],"['2020/01/03 06:00 [entrez]', '2020/01/03 06:00 [pubmed]', '2020/06/09 06:00 [medline]']",['10.1080/08830185.2019.1707479 [doi]'],ppublish,Int Rev Immunol. 2020;39(1):1-2. doi: 10.1080/08830185.2019.1707479.,,,,,,,,,,,,,,,,,
31659752,NLM,MEDLINE,20200708,20200708,1749-6632 (Electronic) 0077-8923 (Linking),1462,1,2020 Feb,Vaccine innovations for emerging infectious diseases-a symposium report.,14-26,10.1111/nyas.14235 [doi],"Vaccines have been incredibly successful at stemming the morbidity and mortality of infectious diseases worldwide. However, there are still no effective vaccines for many serious and potentially preventable infectious diseases. Advances in vaccine technology, including new delivery methods and adjuvants, as well as progress in systems biology and an increased understanding of the human immune system, hold the potential to address these issues. In addition, maternal immunization has opened an avenue to address infectious diseases in neonates and very young infants. This report summarizes the presentations from a 1-day symposium at the New York Academy of Sciences entitled ""Innovative Vaccines against Resistant Infectious Diseases and Emerging Threats,"" held on May 20, 2019.",['(c) 2019 New York Academy of Sciences.'],"['Cable, Jennifer', 'Srikantiah, Padmini', 'Crowe, James E Jr', 'Pulendran, Bali', 'Hill, Adrian', 'Ginsberg, Ann', 'Koff, Wayne', 'Mathew, Anuja', 'Ng, Tony', 'Jansen, Kathrin', 'Glenn, Gregory', 'Permar, Sallie', 'Wilson, Ian', 'Weiner, David B', 'Weissman, Drew', 'Rappuoli, Rino']","['Cable J', 'Srikantiah P', 'Crowe JE Jr', 'Pulendran B', 'Hill A', 'Ginsberg A', 'Koff W', 'Mathew A', 'Ng T', 'Jansen K', 'Glenn G', 'Permar S', 'Wilson I', 'Weiner DB', 'Weissman D', 'Rappuoli R']","['Science Writer, New York, New York.', 'Bill & Melinda Gates Foundation, Seattle, Washington.', 'Department of Pathology, Microbiology, and Immunology, Vanderbilt University Medical Center; and Vanderbilt University, Nashville, Tennessee.', 'Institute for Immunity, Transplantation and Infection; Department of Pathology; and Department of Microbiology & Immunology, Stanford University, Stanford, California.', 'The Jenner Institute, University of Oxford, Oxford, United Kingdom.', 'International AIDS Vaccine Initiative, New York, New York.', 'The Human Vaccines Project, New York, New York.', 'Department of Cell and Molecular Biology, The University of Rhode Island, Kingston, Rhode Island.', 'Department of Microbiology & Immunology, Albert Einstein College of Medicine, New York, New York.', 'Pfizer, New York, New York.', 'Novavax, Rockville, Maryland.', 'Duke University, Durham, North Carolina.', 'Department of Integrative Structural and Computational Biology, The Scripps Research Institute, San Diego, California.', 'Vaccine and Immunotherapy Center, The Wistar Institute, Philadelphia, Pennsylvania.', 'Department of Medicine, The University of Pennsylvania, Perelman School of Medicine, Philadelphia, Pennsylvania.', 'GlaxoSmithKline, Brentford, United Kingdom.']",['eng'],"['Journal Article', 'Review']",20191028,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Animals', 'Clinical Trials as Topic/methods', 'Communicable Disease Control', 'Communicable Diseases/drug therapy/epidemiology', 'Communicable Diseases, Emerging/epidemiology/*prevention & control', 'Congresses as Topic/*trends', 'Humans', 'New York City', 'Research Report/*trends', 'Therapies, Investigational/methods/*trends', 'Vaccines/*administration & dosage']",,['NOTNLM'],"['CMV', 'DNA vaccine', 'Ebola', 'HIV', 'MERS', 'RNA vaccine', 'RSV', 'Zika', 'antimicrobial resistance', 'infectious disease', 'influenza', 'malaria', 'maternal immunization', 'monoclonal antibodies', 'systems vaccinology', 'tuberculosis', 'vaccine', 'vaccinology']",2019/10/30 06:00,2020/07/09 06:00,['2019/10/30 06:00'],"['2019/08/28 00:00 [received]', '2019/08/28 00:00 [accepted]', '2019/10/30 06:00 [pubmed]', '2020/07/09 06:00 [medline]', '2019/10/30 06:00 [entrez]']",['10.1111/nyas.14235 [doi]'],ppublish,Ann N Y Acad Sci. 2020 Feb;1462(1):14-26. doi: 10.1111/nyas.14235. Epub 2019 Oct 28.,,,['0 (Vaccines)'],,,,,,,,,,,,,,
28674818,NLM,MEDLINE,20180926,20200325,1863-2300 (Electronic) 1863-2297 (Print) 1863-2297 (Linking),39,5,2017 Jul,Cytokine storms in infectious diseases.,501-503,10.1007/s00281-017-0640-2 [doi],,,"['Teijaro, John R']",['Teijaro JR'],"['Department of Immunology and Microbial Science, The Scripps Research Institute, La Jolla, San Diego, CA, 92037, USA. teijaro@scripps.edu.']",['eng'],"['Editorial', 'Introductory Journal Article']",20170703,Germany,Semin Immunopathol,Seminars in immunopathology,101308769,IM,"['Animals', 'Communicable Diseases/*blood/diagnosis/*etiology/therapy', 'Cytokines/*blood', 'Humans', 'Immune System/cytology/immunology/metabolism']",PMC7079934,,,2017/07/05 06:00,2018/09/27 06:00,['2017/07/05 06:00'],"['2017/05/04 00:00 [received]', '2017/05/08 00:00 [accepted]', '2017/07/05 06:00 [entrez]', '2017/07/05 06:00 [pubmed]', '2018/09/27 06:00 [medline]']","['10.1007/s00281-017-0640-2 [pii]', '640 [pii]', '10.1007/s00281-017-0640-2 [doi]']",ppublish,Semin Immunopathol. 2017 Jul;39(5):501-503. doi: 10.1007/s00281-017-0640-2. Epub 2017 Jul 3.,,,['0 (Cytokines)'],,,,,,,,,,,,,,
34629175,NLM,MEDLINE,20211203,20230214,1879-114X (Electronic) 0149-2918 (Print) 0149-2918 (Linking),43,10,2021 Oct,Electronic Health Record Network Research in Infectious Diseases.,1668-1681,S0149-2918(21)00354-4 [pii] 10.1016/j.clinthera.2021.09.002 [doi],"With the marked increases in electronic health record (EHR) use for providing clinical care, there have been parallel efforts to leverage EHR data for research. EHR repositories offer the promise of vast amounts of clinical data not easily captured with traditional research methods and facilitate clinical epidemiology and comparative effectiveness research, including analyses to identify patients at higher risk for complications or who are better candidates for treatment. These types of studies have been relatively slow to penetrate the field of infectious diseases, but the need for rapid turnaround during the COVID-19 global pandemic has accelerated the uptake. This review discusses the rationale for her network projects, opportunities and challenges that such networks present, and some prior studies within the field of infectious diseases.",['Copyright (c) 2021 Elsevier Inc. All rights reserved.'],"['Jhaveri, Ravi', 'John, Jordan', 'Rosenman, Marc']","['Jhaveri R', 'John J', 'Rosenman M']","[""Division of Pediatric Infectious Diseases, Ann & Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois; Northwestern University Feinberg School of Medicine, Chicago, Illinois. Electronic address: ravi.jhaveri@northwestern.edu."", 'Northwestern University Feinberg School of Medicine, Chicago, Illinois.', ""Northwestern University Feinberg School of Medicine, Chicago, Illinois; Mary Ann & J. Milburn Smith Child Health Outcomes, Research, and Evaluation Center, Ann & Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois.""]",['eng'],"['Journal Article', 'Review']",20211008,United States,Clin Ther,Clinical therapeutics,7706726,IM,"['*COVID-19', '*Communicable Diseases/diagnosis/drug therapy/epidemiology', 'Comparative Effectiveness Research', 'Electronic Health Records', 'Female', 'Humans', 'SARS-CoV-2']",PMC8498653,['NOTNLM'],"['EHR network', 'PCORnet', 'electronic health records', 'infectious diseases']",2021/10/12 06:00,2021/12/15 06:00,['2021/10/11 05:35'],"['2021/07/06 00:00 [received]', '2021/08/30 00:00 [revised]', '2021/09/02 00:00 [accepted]', '2021/10/12 06:00 [pubmed]', '2021/12/15 06:00 [medline]', '2021/10/11 05:35 [entrez]']","['S0149-2918(21)00354-4 [pii]', '10.1016/j.clinthera.2021.09.002 [doi]']",ppublish,Clin Ther. 2021 Oct;43(10):1668-1681. doi: 10.1016/j.clinthera.2021.09.002. Epub 2021 Oct 8.,,,,,,,,,,,,,,,,,
35104357,NLM,MEDLINE,20220221,20230202,1098-4275 (Electronic) 0031-4005 (Print) 0031-4005 (Linking),149,2,2022 Feb 1,Risks of Infectious Diseases in Newborns Exposed to Alternative Perinatal Practices.,,10.1542/peds.2021-055554 [doi] e2021055554,The purpose of this report is to educate providers about the risk of infectious diseases associated with emerging alternative peripartum and neonatal practices. This report will provide information pediatricians may use to counsel families before birth and to appropriately evaluate and treat neonates who have been exposed to these practices.,['Copyright (c) 2022 by the American Academy of Pediatrics.'],"['Nolt, Dawn', ""O'Leary, Sean T"", 'Aucott, Susan W']","['Nolt D', ""O'Leary ST"", 'Aucott SW']","['Division of Infectious Diseases, Department of Pediatrics, Oregon Health and Science University, Portland, Oregon.', ""Divisions of Infectious Diseases and General Academic Pediatrics, Department of Pediatrics, University of Colorado Denver Anschutz Medical Campus/Children's Hospital Colorado, Aurora, Colorado."", 'Division of Neonatology, Department of Pediatrics, Johns Hopkins School of Medicine, Baltimore, Maryland.']",['eng'],"['Journal Article', 'Review']",,United States,Pediatrics,Pediatrics,0376422,IM,"['Communicable Diseases/diagnosis/epidemiology/transmission', 'Complementary Therapies/adverse effects/*trends', 'Female', 'Humans', 'Infant Health/*trends', 'Infant, Newborn', 'Pregnancy', 'Pregnancy Complications, Infectious/*diagnosis/*epidemiology', 'Risk Factors']",PMC9645715,,,2022/02/02 06:00,2022/02/22 06:00,['2022/02/01 17:10'],"['2022/02/01 17:10 [entrez]', '2022/02/02 06:00 [pubmed]', '2022/02/22 06:00 [medline]']","['184545 [pii]', 'peds.2021-055554.149.2 [pii]', '10.1542/peds.2021-055554 [doi]']",ppublish,Pediatrics. 2022 Feb 1;149(2):e2021055554. doi: 10.1542/peds.2021-055554.,"['FINANCIAL DISCLOSURE: The authors have indicated they do not have a financial', 'relationship relevant to this article to disclose.']",,,,,,,,,,,,,,,,
31477200,NLM,MEDLINE,20191031,20200514,1878-1306 (Electronic) 0195-5616 (Linking),49,4,2019 Jul,Small Animal Infectious Diseases.,xiii-xiv,S0195-5616(19)30067-1 [pii] 10.1016/j.cvsm.2019.04.001 [doi],,,"['Litster, Annette L']",['Litster AL'],"['Zoetis Petcare, Parsippany, NJ 07054, USA. Electronic address: Annette.Litster@zoetis.com.']",['eng'],['Introductory Journal Article'],20190503,United States,Vet Clin North Am Small Anim Pract,The Veterinary clinics of North America. Small animal practice,7809942,IM,"['Animals', 'Communicable Disease Control/*methods', 'Communicable Diseases/diagnosis/transmission/*veterinary']",,,,2019/09/04 06:00,2019/11/02 06:00,['2019/09/04 06:00'],"['2019/09/04 06:00 [entrez]', '2019/09/04 06:00 [pubmed]', '2019/11/02 06:00 [medline]']","['S0195-5616(19)30067-1 [pii]', '10.1016/j.cvsm.2019.04.001 [doi]']",ppublish,Vet Clin North Am Small Anim Pract. 2019 Jul;49(4):xiii-xiv. doi: 10.1016/j.cvsm.2019.04.001. Epub 2019 May 3.,,,,,,,,,,,,,,,,,
30460966,NLM,MEDLINE,20190312,20200825,2972-4066 (Electronic) 0304-4602 (Linking),47,10,2018 Oct,Climate Change and Infectious Diseases: The Next 50 Years.,401-404,,,,"['Dennis, Sophie', 'Fisher, Dale']","['Dennis S', 'Fisher D']","['Division of Infectious Diseases, University Medicine Cluster, National University Hospital, Singapore.']",['eng'],"['Editorial', 'Review']",,Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,IM,"['Asia, Southeastern/epidemiology', '*Climate Change', 'Communicable Disease Control/*organization & administration', 'Communicable Diseases/diagnosis/*epidemiology', '*Disease Outbreaks', 'Female', 'Forecasting', 'Humans', 'Male', 'Time Factors']",,,,2018/11/22 06:00,2019/03/13 06:00,['2018/11/22 06:00'],"['2018/11/22 06:00 [entrez]', '2018/11/22 06:00 [pubmed]', '2019/03/13 06:00 [medline]']",,ppublish,Ann Acad Med Singap. 2018 Oct;47(10):401-404.,,,,,,,,,,,,,,,,,
28362950,NLM,MEDLINE,20190325,20230815,1537-6591 (Electronic) 1058-4838 (Print) 1058-4838 (Linking),64,7,2017 Apr 1,Crisis in Infectious Diseases: 2 Decades Later.,823-828,10.1093/cid/cix067 [doi],"The development of nontoxic broad-spectrum antimicrobial drugs in the mid-20th century led to a culture of empiricism, underdevelopment of diagnostics, neglect of immunotherapy, and selection for drug resistance, which together created the conditions that underlie the current crisis. In 1996 an article in this journal predicted a crisis in infectious diseases, which subsequently unfolded with a paucity of new drugs, increases in antimicrobial resistance, and underdevelopment in both immunotherapy and diagnostics. This article argues that the root cause of the current-day problems lies in the enormous success of the mid-20th century antibiotic revolution. The availability of low-toxicity broad-spectrum drugs fostered a culture of empiricism and widespread use, which in turn stunted the development of both the specialty and rapid diagnostics while promoting increases in resistance. Two decades later, there are promising signs that widespread recognition of these problems is leading to fundamental changes in the approach to the therapy of infectious diseases. Ultimately, a concerted effort to simultaneously develop pathogen-specific drugs, immunotherapy, and improved diagnostics could provide a qualitatively new platform for confronting the challenge of infectious diseases, which now also includes host dysbiosis.",,"['Casadevall, Arturo']",['Casadevall A'],"['Department of Molecular Microbiology and Immunology and Department of Medicine, Division of Infectious Diseases, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', 'Review']",,United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,IM,"['Anti-Infective Agents/isolation & purification/*pharmacology/*therapeutic use', 'Communicable Diseases/*drug therapy/*epidemiology', 'Communicable Diseases, Emerging/drug therapy/epidemiology', '*Drug Resistance, Microbial', '*Global Health', 'Humans', 'Technology, Pharmaceutical/trends']",PMC5849092,['NOTNLM'],"['Immunotherapy', 'antimicrobial therapy', 'immunosuppressed hosts.', 'microbial resistance']",2017/04/01 06:00,2019/03/26 06:00,['2017/04/01 06:00'],"['2017/01/02 00:00 [received]', '2017/02/22 00:00 [accepted]', '2017/04/01 06:00 [entrez]', '2017/04/01 06:00 [pubmed]', '2019/03/26 06:00 [medline]']","['3064671 [pii]', 'cix067 [pii]', '10.1093/cid/cix067 [doi]']",ppublish,Clin Infect Dis. 2017 Apr 1;64(7):823-828. doi: 10.1093/cid/cix067.,,,['0 (Anti-Infective Agents)'],,,,"['R01 HL059842/HL/NHLBI NIH HHS/United States', 'R37 AI033142/AI/NIAID NIH HHS/United States']",,,,,,,,,,
32849578,NLM,MEDLINE,20210413,20210413,1664-3224 (Electronic) 1664-3224 (Linking),11,,2020,Editorial: Immunotherapeutic and Immunoprophylactic Strategies for Infectious Diseases.,1670,10.3389/fimmu.2020.01670 [doi] 1670,,,"['Sautto, Giuseppe A', 'Diotti, Roberta A']","['Sautto GA', 'Diotti RA']","['Center for Vaccines and Immunology, University of Georgia, Athens, GA, United States.', 'Microbiology and Virology Unit, ""Vita-Salute San Raffaele"" University, Milan, Italy.']",['eng'],"['Editorial', 'Introductory Journal Article']",20200728,Switzerland,Front Immunol,Frontiers in immunology,101560960,IM,"['Anti-Infective Agents/*therapeutic use', 'Communicable Diseases/diagnosis/immunology/*therapy', 'Humans', '*Immunotherapy', 'Prognosis', 'Vaccination', 'Vaccines/*therapeutic use']",PMC7399054,['NOTNLM'],"['antiviral drugs', 'chimeric antigen receptor (CAR)', 'infectious diseases', 'monoclonal antibodies', 'vaccines']",2020/08/28 06:00,2021/04/14 06:00,['2020/08/28 06:00'],"['2020/05/29 00:00 [received]', '2020/06/22 00:00 [accepted]', '2020/08/28 06:00 [entrez]', '2020/08/28 06:00 [pubmed]', '2021/04/14 06:00 [medline]']",['10.3389/fimmu.2020.01670 [doi]'],epublish,Front Immunol. 2020 Jul 28;11:1670. doi: 10.3389/fimmu.2020.01670. eCollection 2020.,,,"['0 (Anti-Infective Agents)', '0 (Vaccines)']",,,,,"['Editorial on the Research Topic Immunotherapeutic and Immunoprophylactic', 'Strategies for Infectious Diseases']",,,,,,,,,
35485889,NLM,MEDLINE,20220503,20220513,1958-5381 (Electronic) 0767-0974 (Linking),38,4,2022 Apr,[Fighting infectious diseases: A never-ended renewed challenge].,335-336,10.1051/medsci/2022056 [doi],,,"['Raoul, Herve', 'Yazdanpanah, Yazdan']","['Raoul H', 'Yazdanpanah Y']","['ANRS-Maladies infectieuses emergentes, Paris, France et Laboratoire P4 Inserm Jean Merieux, Lyon, France.', 'ANRS - Maladies infectieuses emergentes, Paris, France.']",['fre'],['Editorial'],20220429,France,Med Sci (Paris),Medecine sciences : M/S,8710980,IM,"['*Communicable Diseases/epidemiology/therapy', 'Humans']",,,,2022/04/30 06:00,2022/05/04 06:00,['2022/04/29 09:13'],"['2022/04/29 09:13 [entrez]', '2022/04/30 06:00 [pubmed]', '2022/05/04 06:00 [medline]']","['msc220081 [pii]', '10.1051/medsci/2022056 [doi]']",ppublish,Med Sci (Paris). 2022 Apr;38(4):335-336. doi: 10.1051/medsci/2022056. Epub 2022 Apr 29.,,,,,,,,,Repondre aux maladies infectieuses : un defi toujours renouvele.,,,,,,,,
9465188,NLM,MEDLINE,19980226,20190611,0140-6736 (Print) 0140-6736 (Linking),350 Suppl 3,,1997 Dec 20-27,Infectious diseases. More surprises.,SIII12,,,,"[""O'Connor, S"", 'Hughes, J M']","[""O'Connor S"", 'Hughes JM']","['National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA.']",['eng'],"['Journal Article', 'Review']",,England,Lancet,"Lancet (London, England)",2985213R,IM,"['Communicable Diseases/epidemiology/*microbiology', 'Disease Outbreaks', 'Global Health', 'Heart Diseases/microbiology', 'Humans']",,,,1998/02/18 00:00,1998/02/18 00:01,['1998/02/18 00:00'],"['1998/02/18 00:00 [pubmed]', '1998/02/18 00:01 [medline]', '1998/02/18 00:00 [entrez]']","['S0140-6736(97)90045-3 [pii]', '10.1016/s0140-6736(97)90045-3 [doi]']",ppublish,Lancet. 1997 Dec 20-27;350 Suppl 3:SIII12. doi: 10.1016/s0140-6736(97)90045-3.,,,,,,5,,,,,,,,,,,
28820471,NLM,MEDLINE,20180426,20230928,1420-3049 (Electronic) 1420-3049 (Linking),22,8,2017 Aug 18,Metal-Based Nanoparticles for the Treatment of Infectious Diseases.,,10.3390/molecules22081370 [doi] 1370,"Infectious diseases can be transmitted and they cause a significant burden on public health globally. They are the greatest world killers and it is estimated that they are responsible for the demise of over 17 million people annually. The impact of these diseases is greater in the developing countries. People with compromised immune systems and children are the most affected. Infectious diseases may be caused by bacteria, viruses, and protozoa. The treatment of infectious diseases is hampered by simultaneous resistance to multiple drugs, indicating that there is a serious and pressing need to develop new therapeutics that can overcome drug resistance. This review will focus on the recent reports of metal-based nanoparticles that are potential therapeutics for the treatment of infectious diseases and their biological efficacy (in vitro and in vivo).",,"['Aderibigbe, Blessing Atim']",['Aderibigbe BA'],"['Department of Chemistry, University of Fort Hare, Alice Campus, Eastern Cape 5700, South Africa. blessingaderibigbe@gmail.com.']",['eng'],"['Journal Article', 'Review']",20170818,Switzerland,Molecules,"Molecules (Basel, Switzerland)",100964009,IM,"['Bacteria/drug effects/pathogenicity', 'Communicable Diseases/*drug therapy/microbiology/parasitology/virology', '*Drug Resistance, Multiple', 'Humans', 'Metal Nanoparticles/*therapeutic use', 'Viruses/drug effects/pathogenicity']",PMC6152252,['NOTNLM'],"['HIV', 'cervical cancer', 'herpes', 'infectious diseases', 'influenza', 'malaria', 'metal-based therapeutics', 'tuberculosis']",2017/08/19 06:00,2018/04/27 06:00,['2017/08/19 06:00'],"['2017/07/24 00:00 [received]', '2017/08/15 00:00 [accepted]', '2017/08/19 06:00 [entrez]', '2017/08/19 06:00 [pubmed]', '2018/04/27 06:00 [medline]']","['molecules22081370 [pii]', 'molecules-22-01370 [pii]', '10.3390/molecules22081370 [doi]']",epublish,Molecules. 2017 Aug 18;22(8):1370. doi: 10.3390/molecules22081370.,['The author declares no conflict of interest.'],,,,,,,,,,,,,,,,
