PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,AB,AUID,PMC,COIS,OTO,OT,GR,RN,CI,RF,CON,MID,CIN,CN,TT,PS,FPS,SPIN,EIN,OID,ORI
36306433,NLM,MEDLINE,20221215,20230109,2047-4881 (Electronic) 2047-4873 (Linking),29,2022 Dec 7,Lifestyle intervention for primary prevention of cardiovascular diseases.,2250-2251,10.1093/eurjpc/zwac245 [doi],"['Fukumoto, Yoshihiro']",['Fukumoto Y'],"['Division of Cardiovascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Kurume, Japan.']",['eng'],"['Comment', 'Editorial']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['Humans', '*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', '*Cardiovascular System', 'Primary Prevention', 'Primary Health Care', 'Hospitals']",2022/10/29 06:00,2022/12/15 06:00,['2022/10/28 15:02'],"['2022/10/29 06:00 [pubmed]', '2022/12/15 06:00 [medline]', '2022/10/28 15:02 [entrez]']","['6779619 [pii]', '10.1093/eurjpc/zwac245 [doi]']",ppublish,Eur J Prev Cardiol. 2022 Dec 7;29(17):2250-2251. doi: 10.1093/eurjpc/zwac245.,17,,['ORCID: 0000-0002-8947-109X'],,['Conflict of interest: None declared.'],,,,,,,['Eur J Prev Cardiol. 2022 Dec 7;29(17):2252-2263. PMID: 36124709'],,,,,,,,,,
25529368,NLM,MEDLINE,20150520,20150318,1873-1740 (Electronic) 0033-0620 (Linking),57,2015 Mar-Apr,The vasculature in cardiovascular diseases: will the vasculature tell us what the future holds?,407-8,S0033-0620(14)00187-X [pii] 10.1016/j.pcad.2014.12.004 [doi],"['Phillips, Shane A', 'Guazzi, Marco']","['Phillips SA', 'Guazzi M']","['Department of Physical Therapy and Integrative Physiology Laboratory, College of Applied Health Sciences, University of Illinois, Chicago, IL. Electronic address: shanep@uic.edu.', 'Cardiology, I.R.C.C.S. Policlinico San Donato, University of Milano, San Donato Milanese, Italy.']",['eng'],"['Editorial', 'Introductory Journal Article']",20141218,United States,Prog Cardiovasc Dis,Progress in cardiovascular diseases,0376442,IM,"['Animals', '*Blood Vessels/metabolism/pathology/physiopathology', '*Cardiovascular Diseases/diagnosis/metabolism/mortality/pathology/physiopathology/therapy', 'Diagnostic Techniques, Cardiovascular', 'Humans', 'Patient Selection', 'Predictive Value of Tests', 'Prognosis', 'Risk Factors']",2014/12/23 06:00,2015/05/21 06:00,['2014/12/23 06:00'],"['2014/12/23 06:00 [entrez]', '2014/12/23 06:00 [pubmed]', '2015/05/21 06:00 [medline]']","['S0033-0620(14)00187-X [pii]', '10.1016/j.pcad.2014.12.004 [doi]']",ppublish,Prog Cardiovasc Dis. 2015 Mar-Apr;57(5):407-8. doi: 10.1016/j.pcad.2014.12.004. Epub 2014 Dec 18.,5,,,,,,,,,,,,,,,,,,,,,
21584714,NLM,MEDLINE,20120315,20211020,1615-6692 (Electronic) 0340-9937 (Linking),36,2011 Jun,Treatment of cardiovascular diseases in cancer patients.,340-5,10.1007/s00059-011-3452-5 [doi],"['Noutsias, M', 'Maisch, B']","['Noutsias M', 'Maisch B']","['Department of Internal Medicine-Cardiology, University Hospital of Marburg and Giessen / UKGM GmbH, Philipps-Universitat Marburg, Deutschland. michel.noutsias@staff.uni-marburg.de']",['eng'],"['Journal Article', 'Review']",,Germany,Herz,Herz,7801231,IM,"['Cardiovascular Diseases/diagnosis/*etiology/*therapy', 'Humans', 'Neoplasms/*complications/diagnosis/*therapy']",2011/05/18 06:00,2012/03/16 06:00,['2011/05/18 06:00'],"['2011/05/18 06:00 [entrez]', '2011/05/18 06:00 [pubmed]', '2012/03/16 06:00 [medline]']",['10.1007/s00059-011-3452-5 [doi]'],ppublish,Herz. 2011 Jun;36(4):340-5. doi: 10.1007/s00059-011-3452-5.,4,"Cardiovascular diseases and cancer are the leading causes of death in the Western world. Cancer treatment has been associated with cardiovascular complications, among others cardiotoxicity of mediastinal radiation and certain chemotherapeutics. Identification of patients at high risk, prevention, early diagnosis, and treatment of cardiovascular diseases are emerging fields in cancer patients. Close interdisciplinary work between oncologists and cardiologists is pertinent for the treatment of cardiovascular diseases and complications in cancer patients. Diagnostics and treatment applied to the individual case should be based on the available evidence in terms of patient-centered management. Further clinical research focused on the pathogenesis and treatment of cardiovascular diseases in cancer patients is warranted to pave the way to guidelines for this nonhomogeneous patient group.",,,,,,,,,,,,,,,,,,,,
29407123,NLM,MEDLINE,20180924,20180924,1874-1754 (Electronic) 0167-5273 (Linking),254,2018 Mar 1,The impact of migration on cardiovascular diseases.,356-361,S0167-5273(17)37192-9 [pii] 10.1016/j.ijcard.2017.11.084 [doi],"['Odone, Anna', 'McKee, Charlotte', 'McKee, Martin']","['Odone A', 'McKee C', 'McKee M']","['Department of Medicine and Surgery, University of Parma, Parma, Italy.', 'Department of War Studies, Kings College London, United Kingdom.', 'Department of Health Services Research and Policy, London School of Hygiene & Tropical Medicine, 15-17 Tavistock Place, London WC1H 9SH, United Kingdom. Electronic address: martin.mckee@lshtm.ac.uk.']",['eng'],['Editorial'],20180128,Netherlands,Int J Cardiol,International journal of cardiology,8200291,IM,"['Cardiovascular Diseases/diagnosis/*economics/*epidemiology', 'Humans', 'Risk Factors', 'Socioeconomic Factors', '*Transients and Migrants/education']",2018/02/07 06:00,2018/09/25 06:00,['2018/02/07 06:00'],"['2017/11/18 00:00 [received]', '2017/11/22 00:00 [accepted]', '2018/02/07 06:00 [entrez]', '2018/02/07 06:00 [pubmed]', '2018/09/25 06:00 [medline]']","['S0167-5273(17)37192-9 [pii]', '10.1016/j.ijcard.2017.11.084 [doi]']",ppublish,Int J Cardiol. 2018 Mar 1;254:356-361. doi: 10.1016/j.ijcard.2017.11.084. Epub 2018 Jan 28.,,,,,,,,,,,,,,,,,,,,,,
36798660,NLM,MEDLINE,20230222,20230324,1664-2392 (Print) 1664-2392 (Electronic) 1664-2392 (Linking),14,2023,Editorial: Endocrine-related cardiovascular diseases: Recent advances in diagnosis and treatment.,1147752,10.3389/fendo.2023.1147752 [doi] 1147752,"['Bhat, Audesh', 'Dhar, Arti', 'Desai, Kaushik']","['Bhat A', 'Dhar A', 'Desai K']","['Center for Molecular Biology, Central University of Jammu, Jammu and Kashmir, India.', 'Department of Pharmacy, Birla Institute of Technology and Sciences Pilani, Telangana, India.', 'Department of Anatomy, Physiology & Pharmacology, University of Saskatchewan, Saskatoon, SK, Canada.']",['eng'],"['Editorial', ""Research Support, Non-U.S. Gov't""]",20230131,Switzerland,Front Endocrinol (Lausanne),Frontiers in endocrinology,101555782,IM,"['Humans', '*Cardiovascular Diseases/diagnosis/etiology/therapy', '*Cardiovascular System', 'Heart', '*Endocrine System Diseases/diagnosis/therapy']",2023/02/18 06:00,2023/02/22 06:00,['2023/02/17 02:12'],"['2023/01/19 00:00 [received]', '2023/01/20 00:00 [accepted]', '2023/02/17 02:12 [entrez]', '2023/02/18 06:00 [pubmed]', '2023/02/22 06:00 [medline]']",['10.3389/fendo.2023.1147752 [doi]'],epublish,Front Endocrinol (Lausanne). 2023 Jan 31;14:1147752. doi: 10.3389/fendo.2023.1147752. eCollection 2023.,,,,PMC9927393,"['The authors declare that the research was conducted in the absence of any', 'commercial or financial relationships that could be construed as a potential', 'conflict of interest.']",['NOTNLM'],"['Alpha-adrenergic receptor', 'Chronic coronary syndrome (CCS)', 'calMR', 'cardiovascular disease', 'diffuse myocardial fibrosis', 'essential hypertension (HTN)', 'lipocalin-2 (LCN-2)', 'thyroid hormones and carotid plaque']",,,,,"['Editorial on the Research Topic Endocrine-related cardiovascular diseases: Recent', 'advances in diagnosis and treatment']",,,,,,,,,,
33667418,NLM,MEDLINE,20220110,20220802,1095-8584 (Electronic) 0022-2828 (Print) 0022-2828 (Linking),157,2021 Aug,Metabolism and Inflammation in Cardiovascular Health and Diseases: Mechanisms to Therapies.,113-114,S0022-2828(21)00045-6 [pii] 10.1016/j.yjmcc.2021.02.011 [doi],"['Schiattarella, Gabriele G', 'Wang, Yibin', 'Tian, Rong', 'Hill, Joseph A']","['Schiattarella GG', 'Wang Y', 'Tian R', 'Hill JA']","['Department of Internal Medicine (Cardiology), University of Texas Southwestern Medical Center, Dallas, TX, USA; Department of Advanced Biomedical Sciences, Federico II University, Naples, Italy; Center for Cardiovascular Research (CCR), Department of Cardiology, Charite - Universitatsmedizin Berlin, Berlin, Germany; DZHK (German Centre for Cardiovascular Research), Partner Site Berlin, Berlin, Germany; Translational Approaches in Heart Failure and Cardiometabolic Disease, Max Delbruck Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany.', 'Department of Anesthesiology, Cardiovascular Research Laboratories, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA, USA. Electronic address: yibinwang@mednet.ucla.edu.', 'Department of Anesthesiology & Pain Medicine, and Bioengineering, University of Washington School of Medicine, Seattle, WA, USA.', 'Department of Internal Medicine (Cardiology), University of Texas Southwestern Medical Center, Dallas, TX, USA; Department of Molecular Biology, University of Texas Southwestern Medical Center, Dallas, TX, USA.']",['eng'],['Editorial'],20210302,England,J Mol Cell Cardiol,Journal of molecular and cellular cardiology,0262322,IM,"['Animals', 'Cardiovascular Diseases/diagnosis/*etiology/*metabolism/therapy', '*Cardiovascular Physiological Phenomena', 'Cardiovascular System/*metabolism', 'Disease Management', 'Disease Susceptibility', '*Energy Metabolism', 'Humans']",2021/03/06 06:00,2022/01/11 06:00,['2021/03/05 20:10'],"['2021/02/05 00:00 [received]', '2021/02/21 00:00 [accepted]', '2021/03/06 06:00 [pubmed]', '2022/01/11 06:00 [medline]', '2021/03/05 20:10 [entrez]']","['S0022-2828(21)00045-6 [pii]', '10.1016/j.yjmcc.2021.02.011 [doi]']",ppublish,J Mol Cell Cardiol. 2021 Aug;157:113-114. doi: 10.1016/j.yjmcc.2021.02.011. Epub 2021 Mar 2.,,,,PMC8319053,,,,"['R01 HL140116/HL/NHLBI NIH HHS/United States', 'R01 HL149695/HL/NHLBI NIH HHS/United States']",,,,,['NIHMS1702769'],,,,,,,,,
37474084,NLM,MEDLINE,20231102,20231114,1873-1740 (Electronic) 0033-0620 (Linking),79,2023 Jul-Aug,Cardiovascular statistics 2023.,112-113,S0033-0620(23)00071-3 [pii] 10.1016/j.pcad.2023.07.005 [doi],"['Lavie, Carl J']",['Lavie CJ'],"['Ochsner Heart and Vascular Institute, Ochsner Clinical School - The UQ School of Medicine, New Orleans, LA, USA. Electronic address: clavie@ochsner.org.']",['eng'],['Editorial'],20230718,United States,Prog Cardiovasc Dis,Progress in cardiovascular diseases,0376442,IM,"['Humans', '*Cardiovascular System', '*Cardiovascular Diseases/diagnosis/epidemiology/therapy', 'Heart']",2023/07/21 01:12,2023/07/21 01:13,['2023/07/20 19:28'],"['2023/07/21 01:13 [medline]', '2023/07/21 01:12 [pubmed]', '2023/07/20 19:28 [entrez]']","['S0033-0620(23)00071-3 [pii]', '10.1016/j.pcad.2023.07.005 [doi]']",ppublish,Prog Cardiovasc Dis. 2023 Jul-Aug;79:112-113. doi: 10.1016/j.pcad.2023.07.005. Epub 2023 Jul 18.,,,,,,,,,,,,,,,,,,,,,,
14535466,NLM,MEDLINE,20031112,20220318,0165-7380 (Print) 0165-7380 (Linking),27 Suppl 1,2003 Sep,Cardiovascular diseases in the ageing dog: diagnostic and therapeutic problems.,555-60,,"['Guglielmini, C']",['Guglielmini C'],"['Department of Veterinary Clinical Sciences, School of Veterinary Medicine, University of Teramo, Viale Crispi 212, I-64020 Cartecchio (TE), Italy. guglielmini@vet.unite.it']",['eng'],"['Journal Article', 'Review']",,Switzerland,Vet Res Commun,Veterinary research communications,8100520,IM,"['Aging/*physiology', 'Animals', 'Cardiomegaly/diagnosis/therapy/veterinary', 'Cardiomyopathy, Dilated/diagnosis/therapy/veterinary', 'Cardiovascular Diseases/classification/diagnosis/therapy/*veterinary', 'Dog Diseases/classification/*diagnosis/therapy', 'Dogs', 'Heart Neoplasms/diagnosis/therapy/veterinary', 'Sick Sinus Syndrome/diagnosis/therapy/veterinary']",2003/10/11 05:00,2003/11/13 05:00,['2003/10/11 05:00'],"['2003/10/11 05:00 [pubmed]', '2003/11/13 05:00 [medline]', '2003/10/11 05:00 [entrez]']",['10.1023/b:verc.0000014216.73396.f6 [doi]'],ppublish,Vet Res Commun. 2003 Sep;27 Suppl 1:555-60. doi: 10.1023/b:verc.0000014216.73396.f6.,,,,,,,,,,,23,,,,,,,,,,,
33085520,NLM,MEDLINE,20201214,20201214,1524-4636 (Electronic) 1079-5642 (Linking),40,2020 Nov,Lymphatics in Cardiovascular Disease.,e275-e283,10.1161/ATVBAHA.120.314735 [doi],"['Zhou, Yijiang', 'Huang, Chengchen', 'Hu, Yanhua', 'Xu, Qingbo', 'Hu, Xiaosheng']","['Zhou Y', 'Huang C', 'Hu Y', 'Xu Q', 'Hu X']","['From the Department of Cardiology, The First Affiliated Hospital of Zhejiang University, School of Medicine, Hangzhou, China.', 'From the Department of Cardiology, The First Affiliated Hospital of Zhejiang University, School of Medicine, Hangzhou, China.', 'From the Department of Cardiology, The First Affiliated Hospital of Zhejiang University, School of Medicine, Hangzhou, China.', 'From the Department of Cardiology, The First Affiliated Hospital of Zhejiang University, School of Medicine, Hangzhou, China.', 'From the Department of Cardiology, The First Affiliated Hospital of Zhejiang University, School of Medicine, Hangzhou, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",20201021,United States,Arterioscler Thromb Vasc Biol,"Arteriosclerosis, thrombosis, and vascular biology",9505803,IM,"['Animals', 'Biomarkers/metabolism', 'Cardiovascular Diseases/metabolism/pathology/*physiopathology/therapy', 'Humans', '*Lymphangiogenesis', 'Lymphatic System/metabolism/pathology/*physiopathology', 'Signal Transduction']",2020/10/22 06:00,2020/12/15 06:00,['2020/10/21 15:35'],"['2020/10/21 15:35 [entrez]', '2020/10/22 06:00 [pubmed]', '2020/12/15 06:00 [medline]']",['10.1161/ATVBAHA.120.314735 [doi]'],ppublish,Arterioscler Thromb Vasc Biol. 2020 Nov;40(11):e275-e283. doi: 10.1161/ATVBAHA.120.314735. Epub 2020 Oct 21.,11,,,,,['NOTNLM'],"['arteriosclerosis', 'cardiovascular diseases', 'lymph nodes', 'myocardial infarction', 'thrombosis']",,['0 (Biomarkers)'],,,,,,,,,,,,,
2647107,NLM,MEDLINE,19890421,20190919,0785-3890 (Print) 0785-3890 (Linking),21,1989 Feb,Determinants of cardiovascular diseases in the elderly.,3-12,,"['Karvonen, M J']",['Karvonen MJ'],,['eng'],"['Journal Article', 'Review']",,England,Ann Med,Annals of medicine,8906388,IM,"['Aged', 'Cardiovascular Diseases/blood/*etiology/prevention & control', 'Humans', 'Risk Factors']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",['10.3109/07853898909149175 [doi]'],ppublish,Ann Med. 1989 Feb;21(1):3-12. doi: 10.3109/07853898909149175.,1,"The roles of age, gender, diet, plasma lipoproteins, blood pressure, smoking, physical activity, alcohol consumption and psychosocial factors as determinants of cardiovascular diseases have been studied mainly in the middle aged but little in the elderly. The risk factor status of glucose intolerance, body weight, and the physical and chemical environment has been less firmly established. This review examines the published evidence, emphasising the potential of extending the prevention of cardiovascular diseases beyond 60.",,,,,,,,,112,,,,,,,,,,,
31195420,NLM,MEDLINE,20200124,20200124,1098-9064 (Electronic) 0094-6176 (Linking),45,2019 Jul,Investigation of Possible Herb-Drug Interactions for the Treatment of Cardiovascular Diseases.,548-551,10.1055/s-0039-1692211 [doi],"['Zuo, Huali L', 'Yang, Fengqing Q', 'Hu, Yuanjia J']","['Zuo HL', 'Yang FQ', 'Hu YJ']","['State Key Laboratory of Quality Research in Chinese Medicine, Institute of Chinese Medical Sciences, University of Macau, Macau Special Administrative Region, China.', 'School of Chemistry and Chemical Engineering, Chongqing University, Chongqing, China.', 'State Key Laboratory of Quality Research in Chinese Medicine, Institute of Chinese Medical Sciences, University of Macau, Macau Special Administrative Region, China.']",['eng'],"['Letter', 'Review']",20190613,United States,Semin Thromb Hemost,Seminars in thrombosis and hemostasis,0431155,IM,"['*Cardiovascular Diseases/drug therapy/metabolism/pathology', '*Herb-Drug Interactions', 'Humans']",2019/06/14 06:00,2020/01/25 06:00,['2019/06/14 06:00'],"['2019/06/14 06:00 [pubmed]', '2020/01/25 06:00 [medline]', '2019/06/14 06:00 [entrez]']",['10.1055/s-0039-1692211 [doi]'],ppublish,Semin Thromb Hemost. 2019 Jul;45(5):548-551. doi: 10.1055/s-0039-1692211. Epub 2019 Jun 13.,5,,,,['The authors have no conflicts of interest to declare.'],,,,,,,,,['Semin Thromb Hemost. 2019 Jul;45(5):552-553. PMID: 31195418'],,,,,,,,
36729046,NLM,MEDLINE,20230216,20230325,2047-4881 (Electronic) 2047-4873 (Linking),30,2023 Feb 14,Editorial comments: focus on cardiovascular diseases.,203-205,10.1093/eurjpc/zwad016 [doi],"['Halasz, Geza', 'Bandera, Francesco', 'Piepoli, Massimo']","['Halasz G', 'Bandera F', 'Piepoli M']","['Azienda Ospedaliera San Camillo-Forlanini, Circonvallazione Gianicolense, Rome, Italy.', 'Clinical Cardiology, IRCCS Policlinico San Donato, Via Morandi 30, 20097 San Donato Milanese, Milan, Italy.', 'Department of Biomedical Science for Health, University of Milan, Via Festa del Perdono 7, 20122 Milan, Italy.', 'Clinical Cardiology, IRCCS Policlinico San Donato, Via Morandi 30, 20097 San Donato Milanese, Milan, Italy.', 'Department of Biomedical Science for Health, University of Milan, Via Festa del Perdono 7, 20122 Milan, Italy.']",['eng'],['Journal Article'],,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['Humans', '*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', 'Editorial Policies']",2023/02/03 06:00,2023/02/17 06:00,['2023/02/02 10:54'],"['2023/02/03 06:00 [pubmed]', '2023/02/17 06:00 [medline]', '2023/02/02 10:54 [entrez]']","['7024692 [pii]', '10.1093/eurjpc/zwad016 [doi]']",ppublish,Eur J Prev Cardiol. 2023 Feb 14;30(3):203-205. doi: 10.1093/eurjpc/zwad016.,3,,"['ORCID: 0000-0001-7220-123X', 'ORCID: 0000-0002-5821-7371', 'ORCID: 0000-0003-1124-234X']",,['Conflict of interest: None declared.'],,,,,,,,,,,,,,,,,
37173185,NLM,MEDLINE,20231205,20231205,1989-4805 (Electronic) 1889-1837 (Linking),40,2023 Oct-Dec,"Oral health, hypertension and cardiovascular diseases.",167-170,S1889-1837(23)00023-5 [pii] 10.1016/j.hipert.2023.04.001 [doi],"['Carasol, M', 'Munoz Aguilera, E', 'Ruilope, L M']","['Carasol M', 'Munoz Aguilera E', 'Ruilope LM']","['Alianza por la Salud Periodontal y General, Sociedad Espanola de Periodoncia, Spain; Grupo de Investigacion ETEP (Etiologia y terapeutica de las Enfermedades Periodontales), Facultad de Odontologia, Universidad Complutense de Madrid, Spain. Electronic address: mcarasol@gmail.com.', 'Alianza por la Salud Periodontal y General, Sociedad Espanola de Periodoncia, Spain; Lecturer in Periodontology, London, United Kingdom.', 'Cardiorenal Translational Laboratory and Hypertension Unit, Institute of Research imas12, Madrid, Spain; CIBER-CV, Hospital Universitario 12 de Octubre, Madrid, Spain; Faculty of Sport Sciences, European University of Madrid, Madrid, Spain.']",['eng'],['Journal Article'],20230510,Spain,Hipertens Riesgo Vasc,Hipertension y riesgo vascular,101510649,IM,"['Humans', '*Cardiovascular Diseases/epidemiology/etiology/prevention & control', 'Oral Health', '*Hypertension/epidemiology', 'Risk Factors']",2023/05/13 15:13,2023/12/05 12:42,['2023/05/12 21:59'],"['2023/03/23 00:00 [received]', '2023/04/11 00:00 [revised]', '2023/04/12 00:00 [accepted]', '2023/12/05 12:42 [medline]', '2023/05/13 15:13 [pubmed]', '2023/05/12 21:59 [entrez]']","['S1889-1837(23)00023-5 [pii]', '10.1016/j.hipert.2023.04.001 [doi]']",ppublish,Hipertens Riesgo Vasc. 2023 Oct-Dec;40(4):167-170. doi: 10.1016/j.hipert.2023.04.001. Epub 2023 May 10.,4,,,,,,,,,,,,,,,,,,,,,
32224111,NLM,MEDLINE,20200817,20210923,1873-1740 (Electronic) 0033-0620 (Print) 0033-0620 (Linking),63,2020 May-Jun,Special assorted cardiovascular topics.,193,S0033-0620(20)30070-0 [pii] 10.1016/j.pcad.2020.03.016 [doi],"['Lavie, Carl J']",['Lavie CJ'],"['John Ochsner Heart and Vascular Institute, Ochsner Clinical School -the University of Queensland School of Medicine, New Orleans, LA, United States of America.']",['eng'],"['Editorial', 'Introductory Journal Article']",20200326,United States,Prog Cardiovasc Dis,Progress in cardiovascular diseases,0376442,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/physiopathology/therapy', 'Humans', 'Prognosis', 'Risk Factors']",2020/04/01 06:00,2020/08/18 06:00,['2020/04/01 06:00'],"['2020/04/01 06:00 [pubmed]', '2020/08/18 06:00 [medline]', '2020/04/01 06:00 [entrez]']","['S0033-0620(20)30070-0 [pii]', '10.1016/j.pcad.2020.03.016 [doi]']",ppublish,Prog Cardiovasc Dis. 2020 May-Jun;63(3):193. doi: 10.1016/j.pcad.2020.03.016. Epub 2020 Mar 26.,3,,,PMC7118538,,,,,,,,,,"['Prog Cardiovasc Dis. 2021 Jul-Aug;67:1. PMID: 34412824', 'Prog Cardiovasc Dis. 2021 Jul-Aug;67:114-115. PMID: 34412825']",,,,,,,,
15180587,NLM,MEDLINE,20050202,20191108,1566-5232 (Print) 1566-5232 (Linking),4,2004 Jun,Gene therapy approaches for cardiovascular diseases.,207-23,,"['Quarck, Rozenn', 'Holvoet, Paul']","['Quarck R', 'Holvoet P']","['Cardiovascular Research Unit, Center for Experimental Surgery and Anesthesiology, Katholieke Universiteit Leuven, Belgium.']",['eng'],"['Journal Article', 'Review']",,United Arab Emirates,Curr Gene Ther,Current gene therapy,101125446,IM,"['Animals', 'Cardiovascular Diseases/blood/*genetics/pathology/*therapy', 'Drug Delivery Systems', 'Gene Silencing', 'Genetic Therapy/*methods', 'Humans', 'Tissue Engineering']",2004/06/08 05:00,2005/02/03 09:00,['2004/06/08 05:00'],"['2004/06/08 05:00 [pubmed]', '2005/02/03 09:00 [medline]', '2004/06/08 05:00 [entrez]']",['10.2174/1566523043346499 [doi]'],ppublish,Curr Gene Ther. 2004 Jun;4(2):207-23. doi: 10.2174/1566523043346499.,2,"Cardiovascular diseases are one of the main causes of mortality in Western countries. Gene therapy is emerging as a potential strategy for the treatment of cardiovascular diseases, such as peripheral arterial disease, ischemic heart disease, restenosis after angioplasty, vascular bypass graft occlusion and transplant-associated coronary artery disease. Since the initial experiments more than one decade ago, remarkable progress has been made in the field of gene transfer and human clinical trials are underway. In here we give an overview of available gene transfer strategies describing several delivery routes and currently used vectors in animal studies and clinical trials. Hereby we want to focus on new approaches including the potential combination of gene therapy with cell therapy and tissue engineering, gene silencing and recently developed techniques for targeting genes to the vascular wall and the myocardium.",,,,,,,,,208,,,,,,,,,,,
11759844,NLM,MEDLINE,20020220,20190513,0300-5771 (Print) 0300-5771 (Linking),30 Suppl 1,2001 Oct,"Cardiovascular diseases: causes, surveillance and prevention.",S1-4,,"['Beaglehole, R', 'Saracci, R', 'Panico, S']","['Beaglehole R', 'Saracci R', 'Panico S']",,['eng'],"['Editorial', ""Research Support, Non-U.S. Gov't""]",,England,Int J Epidemiol,International journal of epidemiology,7802871,IM,"['Cardiovascular Diseases/*epidemiology/etiology/prevention & control', 'Coronary Disease/epidemiology/etiology/prevention & control', '*Global Health', 'Humans', '*Population Surveillance', 'Risk Factors']",2002/01/05 10:00,2002/02/21 10:01,['2002/01/05 10:00'],"['2002/01/05 10:00 [pubmed]', '2002/02/21 10:01 [medline]', '2002/01/05 10:00 [entrez]']",['10.1093/ije/30.suppl_1.s1 [doi]'],ppublish,Int J Epidemiol. 2001 Oct;30 Suppl 1:S1-4. doi: 10.1093/ije/30.suppl_1.s1.,,,,,,,,,,,,,,,,,,,,,,
33559849,NLM,MEDLINE,20210818,20210818,1724-6059 (Electronic) 1121-8428 (Print) 1121-8428 (Linking),34,2021 Feb,"A brand new world: from cardiovascular diseases to aquaponics, focusing on challenges can bring new hope. An introduction to 2021 from Journal of Nephrology.",1-2,10.1007/s40620-021-00978-3 [doi],"['Piccoli, Giorgina Barbara']",['Piccoli GB'],"['Centre Hospitalier Le Mans, 72000, Le Mans, France. gbpiccoli@yahoo.it.']",['eng'],['Editorial'],,Italy,J Nephrol,Journal of nephrology,9012268,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', 'Humans', '*Nephrology']",2021/02/10 06:00,2021/08/19 06:00,['2021/02/09 08:48'],"['2021/02/10 06:00 [pubmed]', '2021/08/19 06:00 [medline]', '2021/02/09 08:48 [entrez]']","['10.1007/s40620-021-00978-3 [pii]', '978 [pii]', '10.1007/s40620-021-00978-3 [doi]']",ppublish,J Nephrol. 2021 Feb;34(1):1-2. doi: 10.1007/s40620-021-00978-3.,1,,,PMC7871132,['The authors declare that they have no conflict of interest.'],,,,,,,,,,,,,,,,,
27324354,NLM,MEDLINE,20161213,20161230,1524-4539 (Electronic) 0009-7322 (Linking),133,2016 Jun 21,The Future of Cardiovascular Biomedicine.,2601-2,10.1161/CIRCULATIONAHA.115.020553 [doi],"['MacRae, Calum A', 'Loscalzo, Joseph']","['MacRae CA', 'Loscalzo J']","[""From Harvard Medical School/Brigham and Women's Hospital, Cardiovascular Medicine, Boston, MA. camacrae@bics.bwh.harvard.edu."", ""From Harvard Medical School/Brigham and Women's Hospital, Cardiovascular Medicine, Boston, MA.""]",['eng'],['Introductory Journal Article'],,United States,Circulation,Circulation,0147763,IM,"['Animals', 'Biomedical Research/*trends', 'Cardiology/*trends', '*Cardiovascular Diseases/diagnosis/genetics/physiopathology/therapy', 'Forecasting', 'Humans', 'Molecular Medicine/*trends']",2016/06/22 06:00,2016/12/15 06:00,['2016/06/22 06:00'],"['2016/06/22 06:00 [entrez]', '2016/06/22 06:00 [pubmed]', '2016/12/15 06:00 [medline]']","['CIRCULATIONAHA.115.020553 [pii]', '10.1161/CIRCULATIONAHA.115.020553 [doi]']",ppublish,Circulation. 2016 Jun 21;133(25):2601-2. doi: 10.1161/CIRCULATIONAHA.115.020553.,25,,,,,['NOTNLM'],"['cardiovascular diseases', 'genomics', 'patient outcome assessment', 'physiopathology', 'prevention & control']",,,,,,,,,,,,,,,
30799649,NLM,MEDLINE,20200803,20200803,2047-4881 (Electronic) 2047-4873 (Linking),26,2019 Mar,Editor's presentation.,339-341,10.1177/2047487319833263 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"[""Heart Failure Unit, Cardiology, G da Saliceto Hospital; Institute of Life Sciences, Sant'Anna School of Advanced Studies, Pisa, Piacenza, Italy.""]",['eng'],"['Editorial', 'Introductory Journal Article']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['Cardiovascular Diseases/diagnostic imaging/mortality/physiopathology/*prevention & control', 'Humans', 'Predictive Value of Tests', '*Primary Prevention', 'Prognosis', 'Risk Factors', '*Secondary Prevention']",2019/02/26 06:00,2020/08/04 06:00,['2019/02/26 06:00'],"['2019/02/26 06:00 [entrez]', '2019/02/26 06:00 [pubmed]', '2020/08/04 06:00 [medline]']",['10.1177/2047487319833263 [doi]'],ppublish,Eur J Prev Cardiol. 2019 Mar;26(4):339-341. doi: 10.1177/2047487319833263.,4,,,,,,,,,,,,,,,,,,,,,
